Date,Price,Open,High,Low,Volume,Change,
"Jun 07, 2018","35,463.08","35,278.38","35,628.49","35,278.38",9.15M,0.81%,
"Jun 08, 2018","35,443.67","35,406.47","35,484.94","35,260.00",10.20M,-0.05%,
"Jun 11, 2018","35,483.47","35,472.59","35,704.84","35,444.49",11.42M,0.11%,
"Jun 12, 2018","35,692.52","35,525.30","35,743.08","35,479.07",11.42M,0.59%,
"Jun 13, 2018","35,739.16","35,835.44","35,877.41","35,715.96",12.28M,0.13%,
"Jun 14, 2018","35,599.82","35,743.10","35,749.88","35,488.55",10.11M,-0.39%,
"Jun 15, 2018","35,622.14","35,656.26","35,675.20","35,419.68",9.32M,0.06%,
"Jun 18, 2018","35,548.26","35,698.43","35,721.55","35,518.73",8.28M,-0.21%,
"Jun 19, 2018","35,286.74","35,552.47","35,552.47","35,249.06",9.30M,-0.74%,
"Jun 20, 2018","35,547.33","35,329.61","35,571.37","35,329.51",10.50M,0.74%,
"Jun 21, 2018","35,432.39","35,644.05","35,678.69","35,396.97",64.24M,-0.32%,
"Jun 22, 2018","35,689.60","35,428.42","35,741.26","35,344.49",15.25M,0.73%,
"Jun 25, 2018","35,470.35","35,783.75","35,806.97","35,430.11",12.23M,-0.61%,
"Jun 26, 2018","35,490.04","35,355.72","35,616.64","35,338.09",11.87M,0.06%,
"Jun 27, 2018","35,217.11","35,543.89","35,618.85","35,154.21",11.57M,-0.77%,
"Jun 28, 2018","35,037.64","35,207.19","35,282.40","34,937.15",13.35M,-0.51%,
"Jun 29, 2018","35,423.48","35,128.16","35,459.05","35,099.65",39.02M,1.10%,
"Jul 02, 2018","35,264.41","35,545.22","35,578.24","35,106.57",15.26M,-0.45%,
"Jul 03, 2018","35,378.60","35,344.21","35,445.21","35,195.63",7.90M,0.32%,
"Jul 04, 2018","35,645.40","35,385.52","35,667.31","35,309.67",12.32M,0.75%,
"Jul 05, 2018","35,574.55","35,703.17","35,748.26","35,517.79",19.92M,-0.20%,
"Jul 06, 2018","35,657.86","35,543.66","35,799.71","35,532.21",15.06M,0.23%,
"Jul 09, 2018","35,934.72","35,835.10","35,977.37","35,779.72",8.66M,0.78%,
"Jul 10, 2018","36,239.62","36,068.27","36,274.33","36,019.63",9.10M,0.85%,
"Jul 11, 2018","36,265.93","36,299.26","36,362.30","36,169.70",9.68M,0.07%,
"Jul 12, 2018","36,548.41","36,424.23","36,699.53","36,422.08",12.67M,0.78%,
"Jul 13, 2018","36,541.63","36,635.14","36,740.07","36,501.61",12.33M,-0.02%,
"Jul 16, 2018","36,323.77","36,658.71","36,658.71","36,298.94",9.92M,-0.60%,
"Jul 17, 2018","36,519.96","36,390.99","36,549.55","36,261.78",9.48M,0.54%,
"Jul 18, 2018","36,373.44","36,722.41","36,747.87","36,320.92",19.05M,-0.40%,
"Jul 19, 2018","36,351.23","36,509.08","36,515.58","36,279.33",9.67M,-0.06%,
"Jul 20, 2018","36,496.37","36,377.03","36,567.34","36,335.61",16.78M,0.40%,
"Jul 23, 2018","36,718.60","36,501.05","36,749.69","36,491.83",8.26M,0.61%,
"Jul 24, 2018","36,825.10","36,859.39","36,902.06","36,709.72",12.01M,0.29%,
"Jul 25, 2018","36,858.23","36,928.06","36,947.18","36,803.15",11.34M,0.09%,
"Jul 26, 2018","36,984.64","36,928.38","37,061.62","36,852.53",18.38M,0.34%,
"Jul 27, 2018","37,336.85","37,253.86","37,368.62","37,134.88",15.21M,0.95%,
"Jul 30, 2018","37,494.40","37,491.39","37,533.50","37,292.45",14.48M,0.42%,
"Jul 31, 2018","37,606.58","37,534.95","37,644.59","37,298.75",14.36M,0.30%,
"Aug 01, 2018","37,521.62","37,643.87","37,711.87","37,432.91",16.57M,-0.23%,
"Aug 02, 2018","37,165.16","37,529.69","37,529.69","37,128.99",12.06M,-0.95%,
"Aug 03, 2018","37,556.16","37,327.16","37,582.27","37,319.61",18.34M,1.05%,
"Aug 06, 2018","37,691.89","37,714.70","37,805.25","37,643.29",12.78M,0.36%,
"Aug 07, 2018","37,665.80","37,849.21","37,876.87","37,586.88",16.41M,-0.07%,
"Aug 08, 2018","37,887.56","37,756.24","37,931.42","37,641.40",9.71M,0.59%,
"Aug 09, 2018","38,024.37","37,994.51","38,076.23","37,939.28",15.78M,0.36%,
"Aug 10, 2018","37,869.23","38,050.07","38,051.45","37,815.75",16.08M,-0.41%,
"Aug 13, 2018","37,644.90","37,693.19","37,799.54","37,559.26",11.77M,-0.59%,
"Aug 14, 2018","37,852.00","37,749.59","37,932.40","37,689.71",11.56M,0.55%,
"Aug 16, 2018","37,663.56","37,796.01","37,891.92","37,634.13",13.37M,-0.50%,
"Aug 17, 2018","37,947.88","37,898.60","38,022.32","37,840.16",10.31M,0.75%,
"Aug 20, 2018","38,278.75","38,075.07","38,340.69","38,050.69",12.17M,0.87%,
"Aug 21, 2018","38,285.75","38,360.32","38,402.96","38,213.87",9.19M,0.02%,
"Aug 23, 2018","38,336.76","38,416.65","38,487.63","38,227.36",11.38M,0.13%,
"Aug 24, 2018","38,251.80","38,366.79","38,429.50","38,172.77",11.03M,-0.22%,
"Aug 27, 2018","38,694.11","38,472.03","38,736.88","38,416.73",11.14M,1.16%,
"Aug 28, 2018","38,896.63","38,814.76","38,938.91","38,760.58",10.16M,0.52%,
"Aug 29, 2018","38,722.93","38,989.65","38,989.65","38,679.57",11.82M,-0.45%,
"Aug 30, 2018","38,690.10","38,796.98","38,819.06","38,581.83",11.10M,-0.08%,
"Aug 31, 2018","38,645.07","38,704.84","38,838.45","38,562.21",18.56M,-0.12%,
"Sep 03, 2018","38,312.52","38,915.91","38,934.35","38,270.01",12.72M,-0.86%,
"Sep 04, 2018","38,157.92","38,460.96","38,518.56","38,098.60",12.89M,-0.40%,
"Sep 05, 2018","38,018.31","38,192.95","38,250.61","37,774.42",15.30M,-0.37%,
"Sep 06, 2018","38,242.81","38,161.85","38,320.96","37,912.50",9.59M,0.59%,
"Sep 07, 2018","38,389.82","38,314.55","38,421.56","38,067.22",19.32M,0.38%,
"Sep 10, 2018","37,922.17","38,348.39","38,354.52","37,882.83",21.14M,-1.22%,
"Sep 11, 2018","37,413.13","38,017.49","38,043.27","37,361.20",12.28M,-1.34%,
"Sep 12, 2018","37,717.96","37,546.42","37,752.58","37,342.00",13.97M,0.81%,
"Sep 14, 2018","38,090.64","37,939.29","38,125.62","37,859.52",12.59M,0.99%,
"Sep 17, 2018","37,585.51","38,027.81","38,027.81","37,548.93",9.09M,-1.33%,
"Sep 18, 2018","37,290.67","37,660.19","37,745.44","37,242.85",11.24M,-0.78%,
"Sep 19, 2018","37,121.22","37,432.93","37,530.63","37,062.69",13.38M,-0.45%,
"Sep 21, 2018","36,841.60","37,278.89","37,489.24","35,993.64",42.41M,-0.75%,
"Sep 24, 2018","36,305.02","36,924.72","36,945.50","36,216.95",24.05M,-1.46%,
"Sep 25, 2018","36,652.06","36,350.25","36,705.79","36,064.10",21.15M,0.96%,
"Sep 26, 2018","36,542.27","36,936.64","36,938.74","36,357.93",22.53M,-0.30%,
"Sep 27, 2018","36,324.17","36,691.93","36,711.62","36,238.23",18.42M,-0.60%,
"Sep 28, 2018","36,227.14","36,452.74","36,551.86","35,985.63",23.52M,-0.27%,
"Oct 01, 2018","36,526.14","36,274.25","36,616.64","35,960.65",22.03M,0.83%,
"Oct 03, 2018","35,975.63","36,602.85","36,602.85","35,911.82",25.86M,-1.51%,
"Oct 04, 2018","35,169.16","35,820.53","35,820.53","35,022.12",22.04M,-2.24%,
"Oct 05, 2018","34,376.99","35,097.99","35,118.54","34,202.22",22.75M,-2.25%,
"Oct 08, 2018","34,474.38","34,412.36","34,636.43","33,974.66",21.03M,0.28%,
"Oct 09, 2018","34,299.47","34,651.82","34,711.68","34,233.50",31.18M,-0.51%,
"Oct 10, 2018","34,760.89","34,493.21","34,858.35","34,346.50",25.18M,1.35%,
"Oct 11, 2018","34,001.15","34,063.82","34,325.18","33,723.53",31.64M,-2.19%,
"Oct 12, 2018","34,733.58","34,291.92","34,808.42","34,279.78",32.26M,2.15%,
"Oct 15, 2018","34,865.10","34,971.83","35,008.65","34,559.98",10.95M,0.38%,
"Oct 16, 2018","35,162.48","35,004.33","35,215.79","34,913.06",13.25M,0.85%,
"Oct 17, 2018","34,779.58","35,543.38","35,605.43","34,727.16",18.23M,-1.09%,
"Oct 19, 2018","34,315.63","34,563.29","34,563.29","34,140.32",16.51M,-1.33%,
"Oct 22, 2018","34,134.38","34,689.39","34,748.69","34,082.76",17.59M,-0.53%,
"Oct 23, 2018","33,847.23","33,935.88","34,073.92","33,742.75",13.12M,-0.84%,
"Oct 24, 2018","34,033.96","34,203.70","34,300.97","33,726.07",19.55M,0.55%,
"Oct 25, 2018","33,690.09","33,778.60","33,838.76","33,553.18",17.94M,-1.01%,
"Oct 26, 2018","33,349.31","33,776.80","33,776.80","33,291.58",22.05M,-1.01%,
"Oct 29, 2018","34,067.40","33,549.88","34,154.60","33,341.80",28.88M,2.15%,
"Oct 30, 2018","33,891.13","34,068.92","34,176.36","33,799.79",16.28M,-0.52%,
"Oct 31, 2018","34,442.05","33,963.09","34,463.38","33,587.24",26.72M,1.63%,
"Nov 01, 2018","34,431.97","34,650.63","34,679.93","34,303.38",23.14M,-0.03%,
"Nov 02, 2018","35,011.65","34,743.95","35,190.20","34,649.80",39.86M,1.68%,
"Nov 05, 2018","34,950.92","35,118.62","35,123.41","34,811.60",22.90M,-0.17%,
"Nov 06, 2018","34,991.91","35,076.24","35,196.03","34,889.72",16.66M,0.12%,
"Nov 07, 2018","35,237.68","35,301.88","35,302.25","35,183.17",2.61M,0.70%,
"Nov 09, 2018","35,158.55","35,258.13","35,287.29","35,011.23",17.63M,-0.22%,
"Nov 12, 2018","34,812.99","35,287.49","35,333.22","34,756.80",16.21M,-0.98%,
"Nov 13, 2018","35,144.49","34,846.19","35,187.75","34,672.20",12.41M,0.95%,
"Nov 14, 2018","35,141.99","35,330.14","35,351.88","34,986.86",24.00M,-0.01%,
"Nov 15, 2018","35,260.54","35,145.75","35,402.00","35,118.42",20.56M,0.34%,
"Nov 16, 2018","35,457.16","35,398.70","35,545.85","35,324.37",21.81M,0.56%,
"Nov 19, 2018","35,774.88","35,647.62","35,818.83","35,511.10",16.13M,0.90%,
"Nov 20, 2018","35,474.51","35,730.77","35,731.67","35,416.18",16.16M,-0.84%,
"Nov 21, 2018","35,199.80","35,492.62","35,494.25","35,112.49",14.34M,-0.77%,
"Nov 22, 2018","34,981.02","35,282.33","35,364.50","34,937.98",14.18M,-0.62%,
"Nov 26, 2018","35,354.08","35,118.09","35,397.24","34,896.07",19.79M,1.07%,
"Nov 27, 2018","35,513.14","35,394.77","35,555.16","35,262.97",19.68M,0.45%,
"Nov 28, 2018","35,716.95","35,635.52","35,822.16","35,605.34",28.28M,0.57%,
"Nov 29, 2018","36,170.41","35,997.29","36,253.85","35,946.24",41.77M,1.27%,
"Nov 30, 2018","36,194.30","36,304.43","36,389.22","36,082.97",24.01M,0.07%,
"Dec 03, 2018","36,241.00","36,396.69","36,446.16","36,099.68",30.97M,0.13%,
"Dec 04, 2018","36,134.31","36,290.48","36,295.84","36,036.39",19.11M,-0.29%,
"Dec 05, 2018","35,884.41","36,035.65","36,048.65","35,777.81",21.39M,-0.69%,
"Dec 06, 2018","35,312.13","35,694.25","35,707.23","35,266.76",23.26M,-1.59%,
"Dec 07, 2018","35,673.25","35,494.86","35,730.05","35,378.27",19.57M,1.02%,
"Dec 10, 2018","34,959.72","35,204.66","35,246.97","34,915.77",19.14M,-2.00%,
"Dec 11, 2018","35,150.01","34,584.13","35,207.33","34,426.29",23.05M,0.54%,
"Dec 12, 2018","35,779.07","35,277.84","35,826.58","35,167.47",22.33M,1.79%,
"Dec 13, 2018","35,929.64","36,024.88","36,095.56","35,794.51",23.26M,0.42%,
"Dec 14, 2018","35,962.93","35,960.19","36,019.02","35,813.85",19.64M,0.09%,
"Dec 17, 2018","36,270.07","36,129.13","36,312.31","36,123.62",17.66M,0.85%,
"Dec 18, 2018","36,347.08","36,226.38","36,375.38","36,046.52",21.44M,0.21%,
"Dec 19, 2018","36,484.33","36,441.46","36,554.99","36,381.87",17.20M,0.38%,
"Dec 20, 2018","36,431.67","36,321.18","36,475.52","36,202.90",20.38M,-0.14%,
"Dec 21, 2018","35,742.07","36,449.27","36,483.49","35,694.74",19.10M,-1.89%,
"Dec 24, 2018","35,470.15","35,859.66","35,910.67","35,423.24",13.65M,-0.76%,
"Dec 26, 2018","35,649.94","35,443.16","35,711.26","35,010.82",16.66M,0.51%,
"Dec 27, 2018","35,807.28","36,002.11","36,041.24","35,781.95",13.46M,0.44%,
"Dec 28, 2018","36,076.72","35,911.99","36,194.78","35,911.99",10.75M,0.75%,
"Dec 31, 2018","36,068.33","36,239.19","36,285.46","36,033.95",8.91M,-0.02%,
"Jan 01, 2019","36,254.57","36,161.80","36,284.04","35,888.62",24.03M,0.52%,
"Jan 02, 2019","35,891.52","36,198.13","36,236.70","35,734.01",15.16M,-1.00%,
"Jan 03, 2019","35,513.71","35,934.50","35,999.66","35,475.57",17.91M,-1.05%,
"Jan 04, 2019","35,695.10","35,590.79","35,744.20","35,382.08",15.60M,0.51%,
"Jan 07, 2019","35,850.16","35,971.18","36,076.95","35,809.23",14.52M,0.43%,
"Jan 08, 2019","35,980.93","35,964.62","36,037.35","35,753.95",15.66M,0.36%,
"Jan 09, 2019","36,212.91","36,181.37","36,250.54","35,863.29",20.90M,0.64%,
"Jan 10, 2019","36,106.50","36,258.00","36,269.31","36,070.76",17.87M,-0.29%,
"Jan 11, 2019","36,009.84","36,191.87","36,214.26","35,840.60",18.73M,-0.27%,
"Jan 14, 2019","35,853.56","36,113.27","36,124.94","35,691.75",24.79M,-0.43%,
"Jan 15, 2019","36,318.33","35,950.08","36,349.31","35,950.08",24.66M,1.30%,
"Jan 16, 2019","36,321.29","36,370.74","36,462.03","36,278.61",16.87M,0.01%,
"Jan 17, 2019","36,374.08","36,413.60","36,468.42","36,170.80",21.14M,0.15%,
"Jan 18, 2019","36,386.61","36,417.58","36,469.98","36,218.33",21.40M,0.03%,
"Jan 21, 2019","36,578.96","36,467.12","36,701.03","36,351.77",19.33M,0.53%,
"Jan 22, 2019","36,444.64","36,649.92","36,650.47","36,282.93",17.76M,-0.37%,
"Jan 23, 2019","36,108.47","36,494.12","36,521.47","36,037.90",14.68M,-0.92%,
"Jan 24, 2019","36,195.10","36,146.55","36,258.28","35,996.68",23.76M,0.24%,
"Jan 25, 2019","36,025.54","36,245.77","36,474.48","35,953.15",23.74M,-0.47%,
"Jan 28, 2019","35,656.70","36,099.62","36,124.26","35,565.15",15.51M,-1.02%,
"Jan 29, 2019","35,592.50","35,716.72","35,734.14","35,375.51",17.19M,-0.18%,
"Jan 30, 2019","35,591.25","35,819.67","35,850.41","35,490.97",19.56M,0.00%,
"Jan 31, 2019","36,256.69","35,805.51","36,278.13","35,740.07",19.19M,1.87%,
"Feb 01, 2019","36,469.43","36,311.74","36,778.14","36,221.32",32.80M,0.59%,
"Feb 04, 2019","36,582.74","36,456.22","36,622.77","36,225.48",16.07M,0.31%,
"Feb 05, 2019","36,616.81","36,573.04","36,727.83","36,495.83",14.54M,0.09%,
"Feb 06, 2019","36,975.23","36,714.54","37,005.25","36,680.88",14.36M,0.98%,
"Feb 07, 2019","36,971.09","37,026.56","37,172.18","36,898.80",14.99M,-0.01%,
"Feb 08, 2019","36,546.48","36,873.59","36,885.58","36,480.62",22.30M,-1.15%,
"Feb 11, 2019","36,395.03","36,585.50","36,588.41","36,300.48",19.78M,-0.41%,
"Feb 12, 2019","36,153.62","36,405.72","36,465.40","36,113.91",12.61M,-0.66%,
"Feb 13, 2019","36,034.11","36,279.63","36,375.80","35,962.68",15.44M,-0.33%,
"Feb 14, 2019","35,876.22","36,065.08","36,109.10","35,799.42",33.48M,-0.44%,
"Feb 15, 2019","35,808.95","35,985.68","36,022.57","35,510.97",23.71M,-0.19%,
"Feb 18, 2019","35,498.44","35,831.18","35,912.44","35,470.76",16.39M,-0.87%,
"Feb 19, 2019","35,352.61","35,543.24","35,776.04","35,287.16",10.41M,-0.41%,
"Feb 20, 2019","35,756.26","35,564.93","35,797.11","35,469.49",12.86M,1.14%,
"Feb 21, 2019","35,898.35","35,837.00","35,983.07","35,707.29",11.82M,0.40%,
"Feb 22, 2019","35,871.48","35,906.01","35,941.69","35,795.79",19.01M,-0.07%,
"Feb 25, 2019","36,213.38","35,983.80","36,242.18","35,901.06",12.17M,0.95%,
"Feb 26, 2019","35,973.71","35,975.75","36,172.52","35,714.16",18.49M,-0.66%,
"Feb 27, 2019","35,905.43","36,138.83","36,371.11","35,735.33",19.89M,-0.19%,
"Feb 28, 2019","35,867.44","36,025.72","36,085.85","35,829.15",12.28M,-0.11%,
"Mar 01, 2019","36,063.81","36,018.49","36,140.67","35,952.41",17.24M,0.55%,
"Mar 05, 2019","36,442.54","36,141.07","36,457.44","35,926.94",21.94M,1.05%,
"Mar 06, 2019","36,636.10","36,544.86","36,666.47","36,456.82",16.38M,0.53%,
"Mar 07, 2019","36,725.42","36,744.02","36,830.25","36,590.88",17.32M,0.24%,
"Mar 08, 2019","36,671.43","36,753.59","36,753.59","36,592.93",15.06M,-0.15%,
"Mar 11, 2019","37,054.10","36,741.57","37,106.19","36,726.39",14.80M,1.04%,
"Mar 12, 2019","37,535.66","37,249.65","37,586.63","37,230.85",20.13M,1.30%,
"Mar 13, 2019","37,752.17","37,608.29","37,797.29","37,478.87",21.67M,0.58%,
"Mar 14, 2019","37,754.89","37,840.64","37,907.78","37,693.69",16.06M,0.01%,
"Mar 15, 2019","38,024.32","37,760.23","38,254.77","37,760.23",16.81M,0.71%,
"Mar 18, 2019","38,095.07","38,132.96","38,369.59","37,952.10",16.36M,0.19%,
"Mar 19, 2019","38,363.47","38,218.59","38,396.06","38,078.23",15.58M,0.70%,
"Mar 20, 2019","38,386.75","38,433.86","38,489.81","38,316.21",16.12M,0.06%,
"Mar 22, 2019","38,164.61","38,452.47","38,564.71","38,089.36",18.82M,-0.58%,
"Mar 25, 2019","37,808.91","38,016.76","38,016.76","37,667.40",17.45M,-0.93%,
"Mar 26, 2019","38,233.41","37,886.29","38,297.70","37,800.08",15.03M,1.12%,
"Mar 27, 2019","38,132.88","38,372.03","38,475.93","38,001.34",19.41M,-0.26%,
"Mar 28, 2019","38,545.72","38,208.30","38,593.65","38,148.44",16.51M,1.08%,
"Mar 29, 2019","38,672.91","38,675.00","38,748.54","38,546.68",15.26M,0.33%,
"Apr 01, 2019","38,871.87","38,858.88","39,115.57","38,808.74",20.42M,0.51%,
"Apr 02, 2019","39,056.65","38,988.57","39,121.69","38,846.96",20.34M,0.48%,
"Apr 03, 2019","38,877.12","39,167.05","39,270.14","38,826.56",17.55M,-0.46%,
"Apr 04, 2019","38,684.72","38,935.75","38,939.35","38,581.04",13.35M,-0.49%,
"Apr 05, 2019","38,862.23","38,839.52","38,958.60","38,701.04",16.41M,0.46%,
"Apr 08, 2019","38,700.53","38,993.60","39,041.25","38,520.96",10.81M,-0.42%,
"Apr 09, 2019","38,939.22","38,730.93","38,978.99","38,598.72",15.59M,0.62%,
"Apr 10, 2019","38,585.35","38,898.60","38,950.45","38,542.28",16.68M,-0.91%,
"Apr 11, 2019","38,607.01","38,621.58","38,649.98","38,460.25",14.90M,0.06%,
"Apr 12, 2019","38,767.11","38,692.06","38,818.87","38,554.79",17.51M,0.41%,
"Apr 15, 2019","38,905.84","38,805.54","38,976.58","38,780.08",21.47M,0.36%,
"Apr 16, 2019","39,275.64","39,040.30","39,364.34","39,038.81",14.85M,0.95%,
"Apr 18, 2019","39,140.28","39,420.04","39,487.45","39,083.16",14.96M,-0.34%,
"Apr 22, 2019","38,645.18","39,158.22","39,158.22","38,585.65",15.35M,-1.26%,
"Apr 23, 2019","38,564.88","38,771.27","38,832.61","38,518.26",12.04M,-0.21%,
"Apr 24, 2019","39,054.68","38,672.63","39,095.35","38,571.00",15.69M,1.27%,
"Apr 25, 2019","38,730.86","39,101.78","39,262.22","38,663.98",14.84M,-0.83%,
"Apr 26, 2019","39,067.33","38,865.83","39,103.16","38,765.33",17.84M,0.87%,
"Apr 30, 2019","39,031.55","39,056.92","39,105.88","38,753.46",31.93M,-0.09%,
"May 02, 2019","38,981.43","39,036.51","39,189.95","38,882.99",26.96M,-0.13%,
"May 03, 2019","38,963.26","39,009.55","39,172.76","38,920.17",15.30M,-0.05%,
"May 06, 2019","38,600.34","38,719.33","38,719.33","38,509.79",13.82M,-0.93%,
"May 07, 2019","38,276.63","38,815.46","38,835.54","38,236.18",16.13M,-0.84%,
"May 08, 2019","37,789.13","38,244.18","38,248.57","37,743.07",13.49M,-1.27%,
"May 09, 2019","37,558.91","37,747.91","37,780.46","37,405.40",15.84M,-0.61%,
"May 10, 2019","37,462.99","37,632.36","37,721.98","37,370.39",20.34M,-0.26%,
"May 13, 2019","37,090.82","37,491.30","37,583.57","36,999.84",18.40M,-0.99%,
"May 14, 2019","37,318.53","37,146.58","37,572.70","36,956.10",18.19M,0.61%,
"May 15, 2019","37,114.88","37,539.05","37,559.67","37,047.87",20.04M,-0.55%,
"May 16, 2019","37,393.48","37,179.13","37,518.94","37,052.30",16.24M,0.75%,
"May 17, 2019","37,930.77","37,494.42","38,001.13","37,415.36",19.43M,1.44%,
"May 20, 2019","39,352.67","38,701.18","39,412.56","38,570.04",27.19M,3.75%,
"May 21, 2019","38,969.80","39,449.45","39,571.73","38,884.85",23.39M,-0.97%,
"May 22, 2019","39,110.21","39,086.21","39,249.08","38,903.87",16.11M,0.36%,
"May 23, 2019","38,811.39","39,591.77","40,124.96","38,651.61",29.02M,-0.76%,
"May 24, 2019","39,434.72","39,076.28","39,476.97","38,824.26",17.64M,1.61%,
"May 27, 2019","39,683.29","39,536.23","39,821.94","39,353.16",16.53M,0.63%,
"May 28, 2019","39,749.73","39,765.64","39,828.65","39,498.65",15.83M,0.17%,
"May 29, 2019","39,502.05","39,714.27","39,767.93","39,420.50",13.19M,-0.62%,
"May 30, 2019","39,831.97","39,580.28","39,911.92","39,500.56",18.00M,0.84%,
"May 31, 2019","39,714.20","39,998.91","40,122.34","39,374.24",17.57M,-0.30%,
"Jun 03, 2019","40,267.62","39,806.86","40,308.90","39,711.02",35.72M,1.39%,
"Jun 04, 2019","40,083.54","40,196.00","40,312.07","40,031.05",12.31M,-0.46%,
"Jun 06, 2019","39,529.72","40,136.43","40,159.26","39,481.15",19.30M,-1.38%,
"Jun 07, 2019","39,615.90","39,581.77","39,703.10","39,279.47",15.27M,0.22%,
"Jun 10, 2019","39,784.52","39,787.33","39,979.48","39,619.97",16.65M,0.43%,
"Jun 11, 2019","39,950.46","39,900.45","40,066.31","39,760.02",14.63M,0.42%,
"Jun 12, 2019","39,756.81","39,974.18","39,982.10","39,623.53",12.06M,-0.48%,
"Jun 13, 2019","39,741.36","39,679.35","39,800.81","39,461.27",22.49M,-0.04%,
"Jun 14, 2019","39,452.07","39,797.00","39,799.90","39,363.45",21.20M,-0.73%,
"Jun 17, 2019","38,960.79","39,514.36","39,540.42","38,911.49",13.10M,-1.25%,
"Jun 18, 2019","39,046.34","39,056.98","39,167.83","38,870.96",18.26M,0.22%,
"Jun 19, 2019","39,112.74","39,176.56","39,435.80","38,881.05",19.09M,0.17%,
"Jun 20, 2019","39,601.63","39,042.96","39,638.64","38,933.78",20.68M,1.25%,
"Jun 21, 2019","39,194.49","39,608.25","39,617.95","39,121.30",16.06M,-1.03%,
"Jun 24, 2019","39,122.96","39,160.23","39,300.02","39,021.70",11.98M,-0.18%,
"Jun 25, 2019","39,434.94","39,131.94","39,490.64","38,946.04",11.62M,0.80%,
"Jun 26, 2019","39,592.08","39,379.13","39,674.22","39,319.64",15.47M,0.40%,
"Jun 27, 2019","39,586.41","39,633.97","39,817.22","39,510.44",13.57M,-0.01%,
"Jun 28, 2019","39,394.64","39,630.52","39,675.25","39,361.92",11.50M,-0.48%,
"Jul 01, 2019","39,686.50","39,543.73","39,764.82","39,541.09",11.10M,0.74%,
"Jul 02, 2019","39,816.48","39,811.68","39,838.49","39,499.19",15.33M,0.33%,
"Jul 03, 2019","39,839.25","39,907.57","39,934.99","39,732.38",14.23M,0.06%,
"Jul 04, 2019","39,908.06","39,917.65","39,979.10","39,858.33",14.94M,0.17%,
"Jul 05, 2019","39,513.39","39,990.40","40,032.41","39,441.38",26.78M,-0.99%,
"Jul 08, 2019","38,720.57","39,476.38","39,476.38","38,605.48",22.66M,-2.01%,
"Jul 09, 2019","38,730.82","38,754.47","38,814.23","38,435.87",19.39M,0.03%,
"Jul 10, 2019","38,557.04","38,701.99","38,854.85","38,474.66",15.36M,-0.45%,
"Jul 11, 2019","38,823.11","38,751.62","38,892.50","38,631.31",15.07M,0.69%,
"Jul 12, 2019","38,736.23","38,941.10","39,021.84","38,684.85",13.29M,-0.22%,
"Jul 15, 2019","38,896.71","39,009.95","39,023.97","38,696.60",18.59M,0.41%,
"Jul 16, 2019","39,131.04","38,961.86","39,173.89","38,845.27",25.93M,0.60%,
"Jul 17, 2019","39,215.64","39,171.10","39,284.73","39,081.14",24.13M,0.22%,
"Jul 18, 2019","38,897.46","39,204.47","39,204.47","38,861.25",24.81M,-0.81%,
"Jul 19, 2019","38,337.01","39,058.73","39,058.73","38,271.35",19.81M,-1.44%,
"Jul 22, 2019","38,031.13","38,333.52","38,333.52","37,890.32",23.70M,-0.80%,
"Jul 23, 2019","37,982.74","38,138.56","38,217.81","37,898.90",19.93M,-0.13%,
"Jul 24, 2019","37,847.65","37,990.23","38,102.84","37,708.41",17.07M,-0.36%,
"Jul 25, 2019","37,830.98","37,935.02","38,169.87","37,775.51",18.60M,-0.04%,
"Jul 26, 2019","37,882.79","37,831.18","37,978.07","37,690.47",24.81M,0.14%,
"Jul 29, 2019","37,686.37","38,043.22","38,043.22","37,519.16",21.79M,-0.52%,
"Jul 30, 2019","37,397.24","37,735.54","37,950.21","37,359.03",23.51M,-0.77%,
"Jul 31, 2019","37,481.12","37,257.55","37,576.37","37,128.26",28.03M,0.22%,
"Aug 01, 2019","37,018.32","37,387.18","37,387.18","36,694.18",21.74M,-1.23%,
"Aug 02, 2019","37,118.22","36,920.11","37,375.16","36,607.41",28.97M,0.27%,
"Aug 05, 2019","36,699.84","36,842.17","36,844.05","36,416.79",26.73M,-1.13%,
"Aug 06, 2019","36,976.85","36,568.03","37,241.77","36,536.59",26.22M,0.75%,
"Aug 07, 2019","36,690.50","37,025.27","37,104.79","36,610.57",26.11M,-0.77%,
"Aug 08, 2019","37,327.36","36,808.01","37,405.48","36,655.41",24.79M,1.74%,
"Aug 09, 2019","37,581.91","37,521.30","37,807.55","37,406.26",28.19M,0.68%,
"Aug 13, 2019","36,958.16","37,755.16","37,755.16","36,888.49",28.59M,-1.66%,
"Aug 14, 2019","37,311.53","37,233.50","37,473.61","37,000.77",22.49M,0.96%,
"Aug 16, 2019","37,350.33","37,383.00","37,444.45","36,974.41",26.12M,0.10%,
"Aug 19, 2019","37,402.49","37,485.92","37,718.88","37,358.49",17.66M,0.14%,
"Aug 20, 2019","37,328.01","37,441.75","37,511.55","37,219.90",20.87M,-0.20%,
"Aug 21, 2019","37,060.37","37,298.73","37,406.55","37,022.52",28.54M,-0.72%,
"Aug 22, 2019","36,472.93","37,087.58","37,087.58","36,391.35",33.06M,-1.59%,
"Aug 23, 2019","36,701.16","36,387.68","36,807.34","36,102.35",38.37M,0.63%,
"Aug 26, 2019","37,494.12","37,363.95","37,544.48","36,492.65",35.58M,2.16%,
"Aug 27, 2019","37,641.27","37,658.48","37,731.51","37,449.69",36.47M,0.39%,
